po_id,order_date,material_id,supplier_id,warehouse_id,quantity,quoted_lead_time_days,promised_date,received_date,unit_cost,status
PO-000756,2023-03-08,MAT-028,SUP-006,WH-001,7,20,2023-03-28,2023-03-27,1167.46,Received
PO-000757,2023-03-08,MAT-005,SUP-001,WH-004,19,16,2023-03-24,2023-03-24,187.34,Received
PO-000758,2023-03-09,MAT-013,SUP-004,WH-004,151,7,2023-03-16,2023-03-16,111.4,Received
PO-000759,2023-03-10,MAT-036,SUP-008,WH-003,192,7,2023-03-17,2023-03-22,75.97,Received
PO-000760,2023-03-10,MAT-022,SUP-005,WH-002,15,11,2023-03-21,2023-03-19,115.12,Received
PO-000761,2023-03-10,MAT-003,SUP-002,WH-001,20,12,2023-03-22,2023-03-22,250.33,Received
PO-000762,2023-03-11,MAT-023,SUP-005,WH-003,23,11,2023-03-22,2023-03-22,129.58,Received
PO-000763,2023-03-12,MAT-027,SUP-006,WH-004,7,23,2023-04-04,2023-04-17,657.37,Received
PO-000764,2023-03-12,MAT-034,SUP-007,WH-002,6,28,2023-04-09,2023-04-09,783.28,Received
PO-000765,2023-03-13,MAT-030,SUP-006,WH-004,9,21,2023-04-03,2023-04-01,609.7,Received
PO-000766,2023-03-13,MAT-001,SUP-001,WH-003,12,17,2023-03-30,2023-04-09,104.84,Received
PO-000767,2023-03-14,MAT-037,SUP-004,WH-003,180,6,2023-03-20,2023-03-29,108.65,Received
PO-000768,2023-03-14,MAT-011,SUP-004,WH-002,180,8,2023-03-22,2023-03-27,56.76,Received
PO-000769,2023-03-15,MAT-006,SUP-001,WH-002,7,18,2023-04-02,2023-04-07,630.77,Received
PO-000770,2023-03-15,MAT-039,SUP-008,WH-002,160,9,2023-03-24,2023-04-06,95.74,Received
PO-000771,2023-03-15,MAT-027,SUP-006,WH-001,7,23,2023-04-07,2023-04-20,657.37,Received
PO-000772,2023-03-15,MAT-023,SUP-005,WH-002,13,11,2023-03-26,2023-03-29,129.58,Received
PO-000773,2023-03-15,MAT-001,SUP-001,WH-004,12,17,2023-04-01,2023-04-01,104.84,Received
PO-000774,2023-03-17,MAT-040,SUP-008,WH-002,104,7,2023-03-24,2023-04-07,97.48,Received
PO-000775,2023-03-17,MAT-004,SUP-002,WH-002,19,12,2023-03-29,2023-03-28,108.45,Received
PO-000776,2023-03-18,MAT-009,SUP-002,WH-001,8,13,2023-03-31,2023-03-31,677.13,Received
PO-000777,2023-03-18,MAT-010,SUP-002,WH-001,5,13,2023-03-31,2023-03-29,856.73,Received
PO-000778,2023-03-18,MAT-025,SUP-005,WH-004,21,12,2023-03-30,2023-03-30,127.95,Received
PO-000779,2023-03-18,MAT-016,SUP-003,WH-001,6,26,2023-04-13,2023-04-11,1875.37,Received
PO-000780,2023-03-19,MAT-015,SUP-004,WH-002,209,5,2023-03-24,2023-03-23,46.55,Received
PO-000781,2023-03-20,MAT-026,SUP-006,WH-004,6,20,2023-04-09,2023-04-13,433.64,Received
PO-000782,2023-03-20,MAT-032,SUP-007,WH-004,6,28,2023-04-17,2023-04-15,1238.66,Received
PO-000783,2023-03-21,MAT-039,SUP-008,WH-001,193,9,2023-03-30,2023-03-30,95.74,Received
PO-000784,2023-03-21,MAT-014,SUP-004,WH-004,180,5,2023-03-26,2023-03-24,50.38,Received
PO-000785,2023-03-21,MAT-031,SUP-007,WH-002,6,25,2023-04-15,2023-04-14,1350.5,Received
PO-000786,2023-03-21,MAT-032,SUP-007,WH-004,6,28,2023-04-18,2023-04-16,1238.66,Received
PO-000787,2023-03-22,MAT-011,SUP-004,WH-001,212,8,2023-03-30,2023-04-07,56.76,Received
PO-000788,2023-03-22,MAT-012,SUP-004,WH-003,138,5,2023-03-27,2023-03-27,50.61,Received
PO-000789,2023-03-23,MAT-031,SUP-007,WH-003,6,25,2023-04-17,2023-04-15,1350.5,Received
PO-000790,2023-03-24,MAT-012,SUP-004,WH-002,190,5,2023-03-29,2023-04-11,50.61,Received
PO-000791,2023-03-26,MAT-024,SUP-005,WH-004,22,12,2023-04-07,2023-04-05,176.74,Received
PO-000792,2023-04-01,MAT-009,SUP-002,WH-004,8,13,2023-04-14,2023-04-14,677.13,Received
PO-000793,2023-04-01,MAT-040,SUP-008,WH-003,154,7,2023-04-08,2023-04-08,97.48,Received
PO-000794,2023-04-02,MAT-038,SUP-008,WH-001,144,8,2023-04-10,2023-04-13,70.54,Received
PO-000795,2023-04-02,MAT-022,SUP-005,WH-001,14,11,2023-04-13,2023-04-11,115.12,Received
PO-000796,2023-04-02,MAT-017,SUP-003,WH-002,7,24,2023-04-26,2023-04-25,3463.71,Received
PO-000797,2023-04-04,MAT-003,SUP-002,WH-002,13,12,2023-04-16,2023-04-15,250.33,Received
PO-000798,2023-04-04,MAT-019,SUP-003,WH-004,5,26,2023-04-30,2023-04-28,2922.43,Received
PO-000799,2023-04-05,MAT-021,SUP-005,WH-001,14,13,2023-04-18,2023-04-20,208.55,Received
PO-000800,2023-04-06,MAT-029,SUP-006,WH-003,7,20,2023-04-26,2023-04-25,511.8,Received
PO-000801,2023-04-07,MAT-029,SUP-006,WH-002,8,20,2023-04-27,2023-04-25,511.8,Received
PO-000802,2023-04-07,MAT-001,SUP-001,WH-004,12,17,2023-04-24,2023-04-28,104.84,Received
PO-000803,2023-04-07,MAT-005,SUP-001,WH-003,11,16,2023-04-23,2023-05-06,187.34,Received
PO-000804,2023-04-09,MAT-037,SUP-004,WH-004,114,6,2023-04-15,2023-04-15,108.65,Received
PO-000805,2023-04-09,MAT-021,SUP-005,WH-004,19,13,2023-04-22,2023-04-21,208.55,Received
PO-000806,2023-04-09,MAT-004,SUP-002,WH-003,14,12,2023-04-21,2023-04-20,108.45,Received
PO-000807,2023-04-10,MAT-014,SUP-004,WH-001,246,5,2023-04-15,2023-04-21,50.38,Received
PO-000808,2023-04-10,MAT-003,SUP-002,WH-001,20,12,2023-04-22,2023-04-21,250.33,Received
PO-000809,2023-04-10,MAT-004,SUP-002,WH-002,19,12,2023-04-22,2023-04-22,108.45,Received
PO-000810,2023-04-11,MAT-024,SUP-005,WH-003,12,12,2023-04-23,2023-04-23,176.74,Received
PO-000811,2023-04-11,MAT-025,SUP-005,WH-001,19,12,2023-04-23,2023-04-21,127.95,Received
PO-000812,2023-04-11,MAT-013,SUP-004,WH-003,275,7,2023-04-18,2023-04-25,111.4,Received
PO-000813,2023-04-11,MAT-033,SUP-007,WH-004,6,25,2023-05-06,2023-05-13,1179.71,Received
PO-000814,2023-04-12,MAT-010,SUP-002,WH-002,9,13,2023-04-25,2023-04-23,856.73,Received
PO-000815,2023-04-13,MAT-006,SUP-001,WH-001,10,18,2023-05-01,2023-04-29,630.77,Received
PO-000816,2023-04-13,MAT-009,SUP-002,WH-001,8,13,2023-04-26,2023-04-25,677.13,Received
PO-000817,2023-04-13,MAT-013,SUP-004,WH-004,151,7,2023-04-20,2023-04-19,111.4,Received
PO-000818,2023-04-15,MAT-022,SUP-005,WH-002,15,11,2023-04-26,2023-04-30,115.12,Received
PO-000819,2023-04-15,MAT-015,SUP-004,WH-001,195,5,2023-04-20,2023-04-20,46.55,Received
PO-000820,2023-04-15,MAT-002,SUP-002,WH-001,16,12,2023-04-27,2023-04-25,241.37,Received
PO-000821,2023-04-16,MAT-036,SUP-008,WH-003,192,7,2023-04-23,2023-05-03,75.97,Received
PO-000822,2023-04-18,MAT-017,SUP-003,WH-001,5,24,2023-05-12,2023-05-10,3463.71,Received
PO-000823,2023-04-19,MAT-007,SUP-001,WH-003,10,15,2023-05-04,2023-05-10,1810.3,Received
PO-000824,2023-04-19,MAT-039,SUP-008,WH-001,193,9,2023-04-28,2023-04-27,95.74,Received
PO-000825,2023-04-20,MAT-036,SUP-008,WH-002,126,7,2023-04-27,2023-05-07,75.97,Received
PO-000826,2023-04-20,MAT-026,SUP-006,WH-004,6,20,2023-05-10,2023-05-09,433.64,Received
PO-000827,2023-04-21,MAT-037,SUP-004,WH-003,180,6,2023-04-27,2023-04-26,108.65,Received
PO-000828,2023-04-21,MAT-038,SUP-008,WH-004,101,8,2023-04-29,2023-04-28,70.54,Received
PO-000829,2023-04-21,MAT-011,SUP-004,WH-002,180,8,2023-04-29,2023-04-28,56.76,Received
PO-000830,2023-04-21,MAT-020,SUP-003,WH-001,4,23,2023-05-14,2023-05-13,1627.96,Received
PO-000831,2023-04-22,MAT-014,SUP-004,WH-004,180,5,2023-04-27,2023-04-25,50.38,Received
PO-000832,2023-04-22,MAT-002,SUP-002,WH-004,16,12,2023-05-04,2023-05-03,241.37,Received
PO-000833,2023-04-23,MAT-015,SUP-004,WH-002,209,5,2023-04-28,2023-04-26,46.55,Received
PO-000834,2023-04-24,MAT-033,SUP-007,WH-001,5,25,2023-05-19,2023-05-17,1179.71,Received
PO-000835,2023-04-24,MAT-005,SUP-001,WH-004,19,16,2023-05-10,2023-05-12,187.34,Received
PO-000836,2023-04-25,MAT-023,SUP-005,WH-003,23,11,2023-05-06,2023-05-04,129.58,Received
PO-000837,2023-04-25,MAT-031,SUP-007,WH-003,6,25,2023-05-20,2023-05-18,1350.5,Received
PO-000838,2023-04-26,MAT-019,SUP-003,WH-003,5,26,2023-05-22,2023-05-20,2922.43,Received
PO-000839,2023-04-27,MAT-007,SUP-001,WH-002,7,15,2023-05-12,2023-05-19,1810.3,Received
PO-000840,2023-04-27,MAT-030,SUP-006,WH-003,8,21,2023-05-18,2023-05-16,609.7,Received
PO-000841,2023-04-28,MAT-023,SUP-005,WH-002,13,11,2023-05-09,2023-05-22,129.58,Received
PO-000842,2023-04-28,MAT-012,SUP-004,WH-003,138,5,2023-05-03,2023-05-17,50.61,Received
PO-000843,2023-04-30,MAT-006,SUP-001,WH-001,10,18,2023-05-18,2023-05-17,630.77,Received
PO-000844,2023-04-30,MAT-009,SUP-002,WH-004,8,13,2023-05-13,2023-05-11,677.13,Received
PO-000845,2023-04-30,MAT-039,SUP-008,WH-002,160,9,2023-05-09,2023-05-20,95.74,Received
PO-000846,2023-04-30,MAT-025,SUP-005,WH-004,21,12,2023-05-12,2023-05-20,127.95,Received
PO-000847,2023-04-30,MAT-003,SUP-002,WH-002,13,12,2023-05-12,2023-05-10,250.33,Received
PO-000848,2023-05-02,MAT-011,SUP-004,WH-001,212,8,2023-05-10,2023-05-10,56.76,Received
PO-000849,2023-05-03,MAT-033,SUP-007,WH-004,6,25,2023-05-28,2023-05-27,1179.71,Received
PO-000850,2023-05-04,MAT-001,SUP-001,WH-003,12,17,2023-05-21,2023-05-27,104.84,Received
PO-000851,2023-05-05,MAT-040,SUP-008,WH-002,104,7,2023-05-12,2023-05-21,97.48,Received
PO-000852,2023-05-05,MAT-034,SUP-007,WH-002,6,28,2023-06-02,2023-05-31,783.28,Received
PO-000853,2023-05-06,MAT-012,SUP-004,WH-002,190,5,2023-05-11,2023-05-10,50.61,Received
PO-000854,2023-05-06,MAT-032,SUP-007,WH-003,5,28,2023-06-03,2023-06-01,1238.66,Received
PO-000855,2023-05-06,MAT-020,SUP-003,WH-004,5,23,2023-05-29,2023-05-28,1627.96,Received
PO-000856,2023-05-07,MAT-021,SUP-005,WH-001,14,13,2023-05-20,2023-05-20,208.55,Received
PO-000857,2023-05-09,MAT-027,SUP-006,WH-001,7,23,2023-06-01,2023-06-05,657.37,Received
PO-000858,2023-05-09,MAT-028,SUP-006,WH-002,8,20,2023-05-29,2023-06-05,1167.46,Received
PO-000859,2023-05-09,MAT-024,SUP-005,WH-004,22,12,2023-05-21,2023-05-21,176.74,Received
PO-000860,2023-05-09,MAT-035,SUP-007,WH-002,6,28,2023-06-06,2023-06-05,1653.49,Received
PO-000861,2023-05-10,MAT-035,SUP-007,WH-003,7,28,2023-06-07,2023-06-05,1653.49,Received
PO-000862,2023-05-11,MAT-038,SUP-008,WH-001,144,8,2023-05-19,2023-05-19,70.54,Received
PO-000863,2023-05-11,MAT-040,SUP-008,WH-003,154,7,2023-05-18,2023-05-25,97.48,Received
PO-000864,2023-05-11,MAT-029,SUP-006,WH-002,8,20,2023-05-31,2023-05-29,511.8,Received
PO-000865,2023-05-11,MAT-030,SUP-006,WH-004,9,21,2023-06-01,2023-06-07,609.7,Received
PO-000866,2023-05-11,MAT-022,SUP-005,WH-001,14,11,2023-05-22,2023-05-20,115.12,Received
PO-000867,2023-05-11,MAT-031,SUP-007,WH-002,6,25,2023-06-05,2023-06-15,1350.5,Received
PO-000868,2023-05-11,MAT-005,SUP-001,WH-003,11,16,2023-05-27,2023-05-26,187.34,Received
PO-000869,2023-05-11,MAT-017,SUP-003,WH-002,7,24,2023-06-04,2023-06-04,3463.71,Received
PO-000870,2023-05-12,MAT-034,SUP-007,WH-001,7,28,2023-06-09,2023-06-12,783.28,Received
PO-000871,2023-05-13,MAT-004,SUP-002,WH-002,19,12,2023-05-25,2023-05-23,108.45,Received
PO-000872,2023-05-14,MAT-008,SUP-001,WH-003,9,18,2023-06-01,2023-05-30,636.55,Received
PO-000873,2023-05-14,MAT-027,SUP-006,WH-004,7,23,2023-06-06,2023-06-04,657.37,Received
PO-000874,2023-05-15,MAT-006,SUP-001,WH-002,7,18,2023-06-02,2023-06-08,630.77,Received
PO-000875,2023-05-16,MAT-021,SUP-005,WH-004,19,13,2023-05-29,2023-05-29,208.55,Received
PO-000876,2023-05-16,MAT-017,SUP-003,WH-001,5,24,2023-06-09,2023-06-08,3463.71,Received
PO-000877,2023-05-17,MAT-025,SUP-005,WH-001,19,12,2023-05-29,2023-05-28,127.95,Received
PO-000878,2023-05-18,MAT-037,SUP-004,WH-004,114,6,2023-05-24,2023-06-01,108.65,Received
PO-000879,2023-05-18,MAT-013,SUP-004,WH-004,151,7,2023-05-25,2023-05-31,111.4,Received
PO-000880,2023-05-18,MAT-001,SUP-001,WH-004,12,17,2023-06-04,2023-06-16,104.84,Received
PO-000881,2023-05-18,MAT-004,SUP-002,WH-003,14,12,2023-05-30,2023-05-29,108.45,Received
PO-000882,2023-05-20,MAT-015,SUP-004,WH-001,195,5,2023-05-25,2023-05-24,46.55,Received
PO-000883,2023-05-21,MAT-009,SUP-002,WH-001,8,13,2023-06-03,2023-06-07,677.13,Received
PO-000884,2023-05-21,MAT-014,SUP-004,WH-001,246,5,2023-05-26,2023-05-24,50.38,Received
PO-000885,2023-05-22,MAT-011,SUP-004,WH-002,180,8,2023-05-30,2023-06-13,56.76,Received
PO-000886,2023-05-22,MAT-014,SUP-004,WH-004,180,5,2023-05-27,2023-05-26,50.38,Received
PO-000887,2023-05-23,MAT-039,SUP-008,WH-001,193,9,2023-06-01,2023-05-30,95.74,Received
PO-000888,2023-05-23,MAT-033,SUP-007,WH-001,5,25,2023-06-17,2023-06-26,1179.71,Received
PO-000889,2023-05-23,MAT-002,SUP-002,WH-001,16,12,2023-06-04,2023-06-02,241.37,Received
PO-000890,2023-05-23,MAT-005,SUP-001,WH-004,19,16,2023-06-08,2023-06-07,187.34,Received
PO-000891,2023-05-24,MAT-009,SUP-002,WH-004,8,13,2023-06-06,2023-06-06,677.13,Received
PO-000892,2023-05-24,MAT-013,SUP-004,WH-003,275,7,2023-05-31,2023-06-08,111.4,Received
PO-000893,2023-05-25,MAT-038,SUP-008,WH-004,101,8,2023-06-02,2023-06-14,70.54,Received
PO-000894,2023-05-25,MAT-022,SUP-005,WH-002,15,11,2023-06-05,2023-06-05,115.12,Received
PO-000895,2023-05-25,MAT-015,SUP-004,WH-002,209,5,2023-05-30,2023-06-02,46.55,Received
PO-000896,2023-05-25,MAT-034,SUP-007,WH-001,7,28,2023-06-22,2023-06-21,783.28,Received
PO-000897,2023-05-26,MAT-029,SUP-006,WH-003,7,20,2023-06-15,2023-06-14,511.8,Received
PO-000898,2023-05-27,MAT-036,SUP-008,WH-003,192,7,2023-06-03,2023-06-05,75.97,Received
PO-000899,2023-05-27,MAT-037,SUP-004,WH-003,180,6,2023-06-02,2023-06-02,108.65,Received
PO-000900,2023-05-28,MAT-016,SUP-003,WH-001,6,26,2023-06-23,2023-06-21,1875.37,Received
PO-000901,2023-05-30,MAT-030,SUP-006,WH-003,8,21,2023-06-20,2023-06-20,609.7,Received
PO-000902,2023-05-30,MAT-023,SUP-005,WH-003,23,11,2023-06-10,2023-06-09,129.58,Received
PO-000903,2023-05-31,MAT-010,SUP-002,WH-001,5,13,2023-06-13,2023-06-12,856.73,Received
PO-000904,2023-05-31,MAT-024,SUP-005,WH-003,12,12,2023-06-12,2023-06-11,176.74,Received
PO-000905,2023-05-31,MAT-033,SUP-007,WH-004,6,25,2023-06-25,2023-06-23,1179.71,Received
PO-000906,2023-06-01,MAT-032,SUP-007,WH-004,6,28,2023-06-29,2023-06-28,1238.66,Received
PO-000907,2023-06-02,MAT-008,SUP-001,WH-004,5,18,2023-06-20,2023-06-20,636.55,Received
PO-000908,2023-06-04,MAT-036,SUP-008,WH-002,126,7,2023-06-11,2023-06-14,75.97,Received
PO-000909,2023-06-04,MAT-033,SUP-007,WH-001,5,25,2023-06-29,2023-06-29,1179.71,Received
PO-000910,2023-06-04,MAT-003,SUP-002,WH-001,20,12,2023-06-16,2023-06-15,250.33,Received
PO-000911,2023-06-05,MAT-019,SUP-003,WH-004,5,26,2023-07-01,2023-06-30,2922.43,Received
PO-000912,2023-06-07,MAT-023,SUP-005,WH-002,13,11,2023-06-18,2023-06-18,129.58,Received
PO-000913,2023-06-07,MAT-005,SUP-001,WH-003,11,16,2023-06-23,2023-06-21,187.34,Received
PO-000914,2023-06-08,MAT-006,SUP-001,WH-002,7,18,2023-06-26,2023-06-25,630.77,Received
PO-000915,2023-06-08,MAT-022,SUP-005,WH-001,14,11,2023-06-19,2023-06-19,115.12,Received
PO-000916,2023-06-08,MAT-031,SUP-007,WH-002,6,25,2023-07-03,2023-07-02,1350.5,Received
PO-000917,2023-06-08,MAT-004,SUP-002,WH-003,14,12,2023-06-20,2023-06-20,108.45,Received
PO-000918,2023-06-09,MAT-012,SUP-004,WH-002,190,5,2023-06-14,2023-06-12,50.61,Received
PO-000919,2023-06-09,MAT-032,SUP-007,WH-004,6,28,2023-07-07,2023-07-07,1238.66,Received
PO-000920,2023-06-10,MAT-011,SUP-004,WH-001,212,8,2023-06-18,2023-06-23,56.76,Received
PO-000921,2023-06-10,MAT-035,SUP-007,WH-003,7,28,2023-07-08,2023-07-07,1653.49,Received
PO-000922,2023-06-11,MAT-021,SUP-005,WH-004,19,13,2023-06-24,2023-06-23,208.55,Received
PO-000923,2023-06-11,MAT-025,SUP-005,WH-004,21,12,2023-06-23,2023-06-23,127.95,Received
PO-000924,2023-06-11,MAT-003,SUP-002,WH-002,13,12,2023-06-23,2023-06-23,250.33,Received
PO-000925,2023-06-12,MAT-008,SUP-001,WH-003,9,18,2023-06-30,2023-06-29,636.55,Received
PO-000926,2023-06-12,MAT-028,SUP-006,WH-001,7,20,2023-07-02,2023-07-10,1167.46,Received
PO-000927,2023-06-12,MAT-001,SUP-001,WH-003,12,17,2023-06-29,2023-07-07,104.84,Received
PO-000928,2023-06-14,MAT-039,SUP-008,WH-002,160,9,2023-06-23,2023-06-23,95.74,Received
PO-000929,2023-06-14,MAT-002,SUP-002,WH-004,16,12,2023-06-26,2023-06-25,241.37,Received
PO-000930,2023-06-15,MAT-024,SUP-005,WH-004,22,12,2023-06-27,2023-06-26,176.74,Received
PO-000931,2023-06-16,MAT-007,SUP-001,WH-002,7,15,2023-07-01,2023-06-30,1810.3,Received
PO-000932,2023-06-16,MAT-038,SUP-008,WH-001,144,8,2023-06-24,2023-06-30,70.54,Received
PO-000933,2023-06-17,MAT-012,SUP-004,WH-003,138,5,2023-06-22,2023-07-02,50.61,Received
PO-000934,2023-06-18,MAT-040,SUP-008,WH-002,104,7,2023-06-25,2023-06-24,97.48,Received
PO-000935,2023-06-18,MAT-026,SUP-006,WH-003,7,20,2023-07-08,2023-07-07,433.64,Received
PO-000936,2023-06-18,MAT-020,SUP-003,WH-004,5,23,2023-07-11,2023-07-10,1627.96,Received
PO-000937,2023-06-19,MAT-029,SUP-006,WH-002,8,20,2023-07-09,2023-07-07,511.8,Received
PO-000938,2023-06-20,MAT-026,SUP-006,WH-004,6,20,2023-07-10,2023-07-08,433.64,Received
PO-000939,2023-06-20,MAT-005,SUP-001,WH-004,19,16,2023-07-06,2023-07-06,187.34,Received
PO-000940,2023-06-21,MAT-040,SUP-008,WH-003,154,7,2023-06-28,2023-06-27,97.48,Received
PO-000941,2023-06-21,MAT-015,SUP-004,WH-001,195,5,2023-06-26,2023-06-24,46.55,Received
PO-000942,2023-06-21,MAT-020,SUP-003,WH-001,4,23,2023-07-14,2023-07-23,1627.96,Received
PO-000943,2023-06-22,MAT-027,SUP-006,WH-001,7,23,2023-07-15,2023-07-14,657.37,Received
PO-000944,2023-06-24,MAT-010,SUP-002,WH-002,9,13,2023-07-07,2023-07-07,856.73,Received
PO-000945,2023-06-25,MAT-021,SUP-005,WH-001,14,13,2023-07-08,2023-07-06,208.55,Received
PO-000946,2023-06-25,MAT-002,SUP-002,WH-001,16,12,2023-07-07,2023-07-05,241.37,Received
PO-000947,2023-06-25,MAT-016,SUP-003,WH-001,6,26,2023-07-21,2023-07-20,1875.37,Received
PO-000948,2023-06-25,MAT-018,SUP-003,WH-003,5,26,2023-07-21,2023-07-19,2366.63,Received
PO-000949,2023-06-26,MAT-037,SUP-004,WH-004,114,6,2023-07-02,2023-07-09,108.65,Received
PO-000950,2023-06-26,MAT-030,SUP-006,WH-004,9,21,2023-07-17,2023-07-15,609.7,Received
PO-000951,2023-06-26,MAT-015,SUP-004,WH-002,209,5,2023-07-01,2023-07-01,46.55,Received
PO-000952,2023-06-26,MAT-019,SUP-003,WH-003,5,26,2023-07-22,2023-07-21,2922.43,Received
PO-000953,2023-06-27,MAT-006,SUP-001,WH-001,10,18,2023-07-15,2023-07-14,630.77,Received
PO-000954,2023-06-27,MAT-013,SUP-004,WH-004,151,7,2023-07-04,2023-07-12,111.4,Received
PO-000955,2023-06-27,MAT-035,SUP-007,WH-002,6,28,2023-07-25,2023-07-24,1653.49,Received
PO-000956,2023-06-28,MAT-037,SUP-004,WH-003,180,6,2023-07-04,2023-07-04,108.65,Received
PO-000957,2023-06-29,MAT-006,SUP-001,WH-002,7,18,2023-07-17,2023-07-15,630.77,Received
PO-000958,2023-06-29,MAT-028,SUP-006,WH-002,8,20,2023-07-19,2023-07-18,1167.46,Received
PO-000959,2023-06-29,MAT-014,SUP-004,WH-001,246,5,2023-07-04,2023-07-08,50.38,Received
PO-000960,2023-06-30,MAT-008,SUP-001,WH-004,5,18,2023-07-18,2023-07-22,636.55,Received
PO-000961,2023-06-30,MAT-036,SUP-008,WH-003,192,7,2023-07-07,2023-07-07,75.97,Received
PO-000962,2023-06-30,MAT-039,SUP-008,WH-001,193,9,2023-07-09,2023-07-09,95.74,Received
PO-000963,2023-06-30,MAT-014,SUP-004,WH-004,180,5,2023-07-05,2023-07-04,50.38,Received
PO-000964,2023-07-01,MAT-024,SUP-005,WH-003,12,12,2023-07-13,2023-07-17,176.74,Received
PO-000965,2023-07-01,MAT-025,SUP-005,WH-001,19,12,2023-07-13,2023-07-11,127.95,Received
PO-000966,2023-07-01,MAT-004,SUP-002,WH-003,14,12,2023-07-13,2023-07-11,108.45,Received
PO-000967,2023-07-02,MAT-022,SUP-005,WH-002,15,11,2023-07-13,2023-07-11,115.12,Received
PO-000968,2023-07-05,MAT-029,SUP-006,WH-003,7,20,2023-07-25,2023-08-04,511.8,Received
PO-000969,2023-07-05,MAT-017,SUP-003,WH-001,5,24,2023-07-29,2023-08-10,3463.71,Received
PO-000970,2023-07-06,MAT-011,SUP-004,WH-002,180,8,2023-07-14,2023-07-18,56.76,Received
PO-000971,2023-07-06,MAT-013,SUP-004,WH-003,275,7,2023-07-13,2023-07-18,111.4,Received
PO-000972,2023-07-06,MAT-004,SUP-002,WH-002,19,12,2023-07-18,2023-07-17,108.45,Received
PO-000973,2023-07-07,MAT-023,SUP-005,WH-002,13,11,2023-07-18,2023-07-17,129.58,Received
PO-000974,2023-07-09,MAT-023,SUP-005,WH-003,23,11,2023-07-20,2023-07-19,129.58,Received
PO-000975,2023-07-09,MAT-017,SUP-003,WH-002,7,24,2023-08-02,2023-08-02,3463.71,Received
PO-000976,2023-07-10,MAT-007,SUP-001,WH-003,10,15,2023-07-25,2023-07-25,1810.3,Received
PO-000977,2023-07-10,MAT-038,SUP-008,WH-004,101,8,2023-07-18,2023-07-18,70.54,Received
PO-000978,2023-07-11,MAT-031,SUP-007,WH-003,6,25,2023-08-05,2023-08-03,1350.5,Received
PO-000979,2023-07-11,MAT-003,SUP-002,WH-002,13,12,2023-07-23,2023-07-22,250.33,Received
PO-000980,2023-07-13,MAT-010,SUP-002,WH-001,5,13,2023-07-26,2023-07-26,856.73,Received
PO-000981,2023-07-14,MAT-036,SUP-008,WH-002,126,7,2023-07-21,2023-07-31,75.97,Received
PO-000982,2023-07-15,MAT-009,SUP-002,WH-004,8,13,2023-07-28,2023-07-28,677.13,Received
PO-000983,2023-07-15,MAT-001,SUP-001,WH-003,12,17,2023-08-01,2023-08-13,104.84,Received
PO-000984,2023-07-16,MAT-021,SUP-005,WH-004,19,13,2023-07-29,2023-07-28,208.55,Received
PO-000985,2023-07-16,MAT-012,SUP-004,WH-002,190,5,2023-07-21,2023-07-21,50.61,Received
PO-000986,2023-07-18,MAT-001,SUP-001,WH-004,12,17,2023-08-04,2023-08-03,104.84,Received
PO-000987,2023-07-19,MAT-040,SUP-008,WH-002,104,7,2023-07-26,2023-07-25,97.48,Received
PO-000988,2023-07-19,MAT-002,SUP-002,WH-004,16,12,2023-07-31,2023-08-13,241.37,Received
PO-000989,2023-07-19,MAT-003,SUP-002,WH-001,20,12,2023-07-31,2023-08-04,250.33,Received
PO-000990,2023-07-19,MAT-019,SUP-003,WH-003,5,26,2023-08-14,2023-08-13,2922.43,Received
PO-000991,2023-07-20,MAT-011,SUP-004,WH-001,212,8,2023-07-28,2023-08-06,56.76,Received
PO-000992,2023-07-20,MAT-032,SUP-007,WH-003,5,28,2023-08-17,2023-08-16,1238.66,Received
PO-000993,2023-07-21,MAT-031,SUP-007,WH-002,6,25,2023-08-15,2023-08-13,1350.5,Received
PO-000994,2023-07-22,MAT-027,SUP-006,WH-001,7,23,2023-08-14,2023-08-12,657.37,Received
PO-000995,2023-07-22,MAT-025,SUP-005,WH-004,21,12,2023-08-03,2023-08-01,127.95,Received
PO-000996,2023-07-23,MAT-027,SUP-006,WH-004,7,23,2023-08-15,2023-08-13,657.37,Received
PO-000997,2023-07-23,MAT-030,SUP-006,WH-003,8,21,2023-08-13,2023-08-12,609.7,Received
PO-000998,2023-07-24,MAT-039,SUP-008,WH-002,160,9,2023-08-02,2023-08-13,95.74,Received
PO-000999,2023-07-24,MAT-035,SUP-007,WH-003,7,28,2023-08-21,2023-08-21,1653.49,Received
PO-001000,2023-07-25,MAT-021,SUP-005,WH-001,14,13,2023-08-07,2023-08-07,208.55,Received
PO-001001,2023-07-26,MAT-040,SUP-008,WH-003,154,7,2023-08-02,2023-08-12,97.48,Received
PO-001002,2023-07-26,MAT-024,SUP-005,WH-004,22,12,2023-08-07,2023-08-06,176.74,Received
PO-001003,2023-07-26,MAT-025,SUP-005,WH-001,19,12,2023-08-07,2023-08-07,127.95,Received
PO-001004,2023-07-26,MAT-005,SUP-001,WH-004,19,16,2023-08-11,2023-08-17,187.34,Received
PO-001005,2023-07-27,MAT-007,SUP-001,WH-002,7,15,2023-08-11,2023-08-09,1810.3,Received
PO-001006,2023-07-27,MAT-015,SUP-004,WH-002,209,5,2023-08-01,2023-08-01,46.55,Received
PO-001007,2023-07-27,MAT-034,SUP-007,WH-002,6,28,2023-08-24,2023-08-23,783.28,Received
