maintenance_id,equipment_id,date,maintenance_type,failure_type,downtime_hours,labor_cost,material_cost,contractor_cost,total_cost,priority,work_order_status
MNT-000714,EQ-0018,2023-12-16,Corrective,Excessive Vibration,36.17,20528.69,5310.66,0.0,25839.35,High,Completed
MNT-000715,EQ-0006,2023-12-17,Corrective,Excessive Vibration,87.0,34234.21,3938.72,5250.33,43423.26,Critical,Completed
MNT-000716,EQ-0013,2023-12-19,Preventive,,3.35,812.26,867.6,0.0,1679.86,Medium,Completed
MNT-000717,EQ-0013,2023-12-19,Inspection,,1.55,507.02,216.9,0.0,723.92,Low,Completed
MNT-000718,EQ-0002,2023-12-20,Corrective,Bearing Failure,11.63,2791.31,227.04,0.0,3018.35,High,Completed
MNT-000719,EQ-0043,2023-12-20,Preventive,,4.0,1405.98,7501.48,0.0,8907.46,Medium,Completed
MNT-000720,EQ-0020,2023-12-21,Preventive,,3.51,906.81,27709.68,0.0,28616.49,Medium,Completed
MNT-000721,EQ-0020,2023-12-21,Inspection,,1.76,484.67,0.0,0.0,484.67,Low,Completed
MNT-000722,EQ-0045,2023-12-25,Corrective,Electrical Fault,7.26,2307.89,222.8,12934.66,15465.35,High,Completed
MNT-000723,EQ-0003,2023-12-28,Preventive,,9.49,1984.6,2523.08,0.0,4507.68,Medium,Completed
MNT-000724,EQ-0003,2023-12-28,Inspection,,1.08,267.14,482.74,0.0,749.88,Low,Completed
MNT-000725,EQ-0016,2023-12-29,Preventive,,4.93,935.25,6853.84,0.0,7789.09,Medium,Completed
MNT-000726,EQ-0022,2023-12-31,Corrective,Seat Leakage,14.61,2305.7,14605.83,0.0,16911.53,High,Completed
MNT-000727,EQ-0014,2024-01-01,Preventive,,6.56,1253.06,93.1,0.0,1346.16,Medium,Completed
MNT-000728,EQ-0025,2024-01-02,Preventive,,9.84,3021.84,14482.4,0.0,17504.24,Medium,Completed
MNT-000729,EQ-0025,2024-01-02,Inspection,,2.37,874.66,636.55,0.0,1511.21,Low,Completed
MNT-000730,EQ-0022,2024-01-03,Preventive,,9.64,1612.78,11833.15,6425.63,19871.56,Medium,Completed
MNT-000731,EQ-0022,2024-01-03,Inspection,,2.67,461.59,0.0,0.0,461.59,Low,Completed
MNT-000732,EQ-0009,2024-01-04,Preventive,,6.34,1513.63,283.8,8247.49,10044.92,Medium,Completed
MNT-000733,EQ-0033,2024-01-04,Corrective,Electrical Fault,18.25,5776.41,557.0,12584.3,18917.71,High,Completed
MNT-000734,EQ-0039,2024-01-06,Corrective,Motor Overheating,22.55,5208.95,4586.98,0.0,9795.93,High,Completed
MNT-000735,EQ-0045,2024-01-06,Preventive,,3.94,960.07,1459.85,0.0,2419.92,Medium,Completed
MNT-000736,EQ-0045,2024-01-06,Inspection,,2.56,658.08,657.37,0.0,1315.45,Low,Completed
MNT-000737,EQ-0038,2024-01-07,Preventive,,5.29,1463.42,733.88,26310.8,28508.1,Medium,Completed
MNT-000738,EQ-0009,2024-01-08,Corrective,Overheating,4.39,1019.39,2334.92,0.0,3354.31,High,Completed
MNT-000739,EQ-0010,2024-01-08,Preventive,,5.77,1142.18,1448.22,0.0,2590.4,Medium,Completed
MNT-000740,EQ-0010,2024-01-08,Inspection,,1.15,229.3,0.0,0.0,229.3,Low,Completed
MNT-000741,EQ-0034,2024-01-08,Preventive,,4.66,667.11,18933.04,0.0,19600.15,Medium,Completed
MNT-000742,EQ-0042,2024-01-09,Preventive,,16.59,7617.21,1023.6,0.0,8640.81,Medium,Completed
MNT-000743,EQ-0030,2024-01-10,Corrective,Seal Leak,22.3,10693.85,2922.43,0.0,13616.28,High,Completed
MNT-000744,EQ-0002,2024-01-11,Preventive,,3.88,922.85,1261.54,0.0,2184.39,Medium,Completed
MNT-000745,EQ-0029,2024-01-11,Preventive,,8.59,3744.29,303.66,0.0,4047.95,Medium,Completed
MNT-000746,EQ-0029,2024-01-11,Inspection,,1.32,621.9,111.4,0.0,733.3,Low,Completed
MNT-000747,EQ-0039,2024-01-11,Corrective,Bearing Failure,9.52,2883.67,668.4,13467.0,17019.07,High,Completed
MNT-000748,EQ-0044,2024-01-12,Preventive,,8.24,1972.6,434.6,0.0,2407.2,Medium,Completed
MNT-000749,EQ-0044,2024-01-12,Inspection,,2.07,518.58,0.0,0.0,518.58,Low,Completed
MNT-000750,EQ-0011,2024-01-13,Preventive,,6.65,1545.7,1752.31,2544.66,5842.67,Medium,Completed
MNT-000751,EQ-0001,2024-01-14,Preventive,,5.07,1089.07,227.04,0.0,1316.11,Medium,Completed
MNT-000752,EQ-0028,2024-01-15,Preventive,,8.16,1502.23,222.8,0.0,1725.03,Medium,Completed
MNT-000753,EQ-0037,2024-01-19,Preventive,,6.26,1757.25,3819.3,0.0,5576.55,Medium,Completed
MNT-000754,EQ-0037,2024-01-19,Inspection,,1.28,338.34,187.34,0.0,525.68,Low,Completed
MNT-000755,EQ-0044,2024-01-19,Corrective,Valve Failure,12.37,2622.39,6075.4,0.0,8697.79,High,Completed
MNT-000756,EQ-0039,2024-01-20,Preventive,,7.73,2194.58,1311.38,0.0,3505.96,Medium,Completed
MNT-000757,EQ-0007,2024-01-22,Preventive,,3.74,791.56,3916.4,5427.06,10135.02,Medium,Completed
MNT-000758,EQ-0007,2024-01-22,Inspection,,1.93,566.47,0.0,0.0,566.47,Low,Completed
MNT-000759,EQ-0042,2024-01-22,Corrective,Overheating,17.41,7311.04,2031.39,0.0,9342.43,High,Completed
MNT-000760,EQ-0016,2024-01-23,Corrective,Bearing Failure,8.94,2162.58,2797.23,0.0,4959.81,High,Completed
MNT-000761,EQ-0026,2024-01-24,Preventive,,6.95,2012.11,4455.85,0.0,6467.96,Medium,Completed
MNT-000762,EQ-0026,2024-01-24,Inspection,,2.85,842.69,108.45,0.0,951.14,Low,Completed
MNT-000763,EQ-0015,2024-01-26,Corrective,Bearing Failure,5.9,1521.28,739.22,0.0,2260.5,High,Completed
MNT-000764,EQ-0024,2024-01-26,Corrective,Corrosion Leak,16.85,6558.75,1054.87,3621.79,11235.41,High,Completed
MNT-000765,EQ-0046,2024-01-28,Corrective,Actuator Failure,13.87,2206.76,524.2,2364.86,5095.82,High,Completed
MNT-000766,EQ-0012,2024-01-29,Corrective,Flange Leak,23.76,7411.32,5293.28,0.0,12704.6,High,Completed
MNT-000767,EQ-0032,2024-01-29,Preventive,,9.39,2547.98,543.25,0.0,3091.23,Medium,Completed
MNT-000768,EQ-0025,2024-02-04,Corrective,Impeller Wear,22.55,7120.96,9051.5,0.0,16172.46,High,Completed
MNT-000769,EQ-0024,2024-02-05,Preventive,,6.42,1838.34,765.92,0.0,2604.26,Medium,Completed
MNT-000770,EQ-0006,2024-02-09,Preventive,,9.73,4364.73,834.2,0.0,5198.93,Medium,Completed
MNT-000771,EQ-0036,2024-02-09,Preventive,,4.68,1548.51,733.88,0.0,2282.39,Medium,Completed
MNT-000772,EQ-0021,2024-02-10,Preventive,,8.2,2178.42,5837.3,0.0,8015.72,Medium,Completed
MNT-000773,EQ-0021,2024-02-11,Corrective,Electrical Fault,13.93,3210.96,460.48,0.0,3671.44,High,Completed
MNT-000774,EQ-0018,2024-02-19,Preventive,,11.54,4277.46,259.16,0.0,4536.62,Medium,Completed
MNT-000775,EQ-0048,2024-02-19,Preventive,,3.09,1228.34,1689.59,0.0,2917.93,Medium,Completed
MNT-000776,EQ-0020,2024-02-20,Corrective,Valve Failure,9.22,2950.29,6752.5,8823.64,18526.43,High,Completed
MNT-000777,EQ-0005,2024-02-21,Preventive,,13.04,4483.55,9767.76,0.0,14251.31,Medium,Completed
MNT-000778,EQ-0039,2024-02-21,Corrective,Motor Overheating,24.41,7299.14,374.68,0.0,7673.82,High,Completed
MNT-000779,EQ-0029,2024-02-23,Corrective,Excessive Vibration,15.09,7529.36,15057.75,0.0,22587.11,High,Completed
MNT-000780,EQ-0007,2024-02-25,Corrective,Fouling,30.34,9829.23,95.74,0.0,9924.97,High,Completed
MNT-000781,EQ-0035,2024-02-26,Preventive,,7.49,2282.09,682.36,0.0,2964.45,Medium,Completed
MNT-000782,EQ-0035,2024-02-26,Inspection,,2.62,688.49,151.94,0.0,840.43,Low,Completed
MNT-000783,EQ-0033,2024-02-28,Preventive,,6.42,1723.98,706.96,0.0,2430.94,Medium,Completed
MNT-000784,EQ-0004,2024-02-29,Preventive,,4.84,896.82,325.85,0.0,1222.67,Medium,Completed
MNT-000785,EQ-0014,2024-03-01,Corrective,Impeller Wear,15.73,2846.54,186.2,11339.88,14372.62,High,Completed
MNT-000786,EQ-0033,2024-03-01,Corrective,Electrical Fault,9.55,3089.25,2168.2,0.0,5257.45,High,Completed
MNT-000787,EQ-0018,2024-03-03,Corrective,Overheating,14.63,6672.29,14199.78,0.0,20872.07,High,Completed
MNT-000788,EQ-0030,2024-03-07,Preventive,,7.24,2990.23,388.74,0.0,3378.97,Medium,Completed
MNT-000789,EQ-0012,2024-03-08,Preventive,,6.23,2706.03,1206.85,0.0,3912.88,Medium,Completed
MNT-000790,EQ-0040,2024-03-08,Corrective,Bearing Failure,24.22,5595.35,965.48,0.0,6560.83,High,Completed
MNT-000791,EQ-0015,2024-03-10,Preventive,,4.06,998.69,5140.38,0.0,6139.07,Medium,Completed
MNT-000792,EQ-0015,2024-03-10,Inspection,,1.39,300.3,0.0,0.0,300.3,Low,Completed
MNT-000793,EQ-0040,2024-03-10,Preventive,,6.54,1514.81,2031.39,0.0,3546.2,Medium,Completed
MNT-000794,EQ-0040,2024-03-10,Inspection,,1.07,320.77,1354.26,0.0,1675.03,Low,Completed
MNT-000795,EQ-0046,2024-03-11,Preventive,,5.25,736.66,11395.72,0.0,12132.38,Medium,Completed
MNT-000796,EQ-0046,2024-03-11,Inspection,,1.11,254.36,0.0,0.0,254.36,Low,Completed
MNT-000797,EQ-0047,2024-03-12,Preventive,,7.28,2535.44,724.11,0.0,3259.55,Medium,Completed
MNT-000798,EQ-0047,2024-03-12,Inspection,,1.22,322.11,1238.66,0.0,1560.77,Low,Completed
MNT-000799,EQ-0044,2024-03-15,Corrective,Fouling,28.13,7049.01,6193.3,2032.34,15274.65,High,Completed
MNT-000800,EQ-0045,2024-03-15,Corrective,Electrical Fault,12.65,4157.93,3690.1,0.0,7848.03,High,Completed
MNT-000801,EQ-0043,2024-03-16,Preventive,,5.44,1587.7,423.24,4909.36,6920.3,Medium,Completed
MNT-000802,EQ-0008,2024-03-17,Preventive,,4.44,1097.44,13127.59,0.0,14225.03,Medium,Completed
MNT-000803,EQ-0008,2024-03-17,Inspection,,2.04,571.89,0.0,0.0,571.89,Low,Completed
MNT-000804,EQ-0019,2024-03-17,Corrective,Fouling,33.02,8263.24,17318.55,0.0,25581.79,High,Completed
MNT-000805,EQ-0028,2024-03-17,Corrective,Impeller Wear,13.02,2755.96,2119.33,10197.25,15072.54,High,Completed
MNT-000806,EQ-0041,2024-03-21,Preventive,,8.6,3134.41,1251.3,0.0,4385.71,Medium,Completed
MNT-000807,EQ-0027,2024-03-23,Preventive,,4.43,1114.48,253.05,0.0,1367.53,Medium,Completed
MNT-000808,EQ-0017,2024-03-24,Preventive,,12.77,5400.65,18933.04,0.0,24333.69,Medium,Completed
MNT-000809,EQ-0017,2024-03-24,Inspection,,2.55,1064.54,259.16,0.0,1323.7,Low,Completed
MNT-000810,EQ-0023,2024-03-24,Preventive,,6.16,1790.1,867.6,0.0,2657.7,Medium,Completed
MNT-000811,EQ-0025,2024-03-27,Preventive,,5.76,1748.23,557.0,20253.44,22558.67,Medium,Completed
MNT-000812,EQ-0031,2024-03-27,Preventive,,4.68,1332.81,14612.15,0.0,15944.96,Medium,Completed
MNT-000813,EQ-0044,2024-03-27,Corrective,Fouling,54.93,17156.07,12923.12,0.0,30079.19,Critical,Completed
MNT-000814,EQ-0014,2024-03-28,Preventive,,6.73,1562.47,202.44,0.0,1764.91,Medium,Completed
MNT-000815,EQ-0014,2024-03-28,Inspection,,2.39,619.32,216.9,0.0,836.22,Low,Completed
MNT-000816,EQ-0030,2024-03-28,Corrective,Overheating,42.09,16500.88,14612.15,10655.56,41768.59,High,Completed
MNT-000817,EQ-0036,2024-03-31,Corrective,Pressure Fault,5.65,1744.43,389.92,0.0,2134.35,High,Completed
MNT-000818,EQ-0045,2024-04-02,Corrective,Overheating,12.33,2808.64,100.76,5790.78,8700.18,High,Completed
MNT-000819,EQ-0048,2024-04-02,Corrective,Flange Leak,23.18,8001.95,1124.04,6740.33,15866.32,High,Completed
MNT-000820,EQ-0027,2024-04-03,Corrective,Motor Overheating,24.82,6396.49,11530.2,9101.59,27028.28,High,Completed
MNT-000821,EQ-0040,2024-04-04,Corrective,Impeller Wear,10.04,2393.39,3385.65,0.0,5779.04,High,Completed
MNT-000822,EQ-0003,2024-04-05,Preventive,,7.67,1963.91,151.14,0.0,2115.05,Medium,Completed
MNT-000823,EQ-0003,2024-04-05,Inspection,,2.96,646.13,1261.54,0.0,1907.67,Low,Completed
MNT-000824,EQ-0019,2024-04-05,Preventive,,5.72,1331.06,6927.42,0.0,8258.48,Medium,Completed
MNT-000825,EQ-0019,2024-04-05,Inspection,,2.08,552.87,0.0,0.0,552.87,Low,Completed
MNT-000826,EQ-0030,2024-04-07,Corrective,Valve Failure,24.98,11605.96,11689.72,0.0,23295.68,High,Completed
MNT-000827,EQ-0003,2024-04-08,Corrective,Seal Leak,47.97,12550.11,1501.98,0.0,14052.09,High,Completed
MNT-000828,EQ-0013,2024-04-08,Preventive,,6.75,1648.64,5430.9,0.0,7079.54,Medium,Completed
MNT-000829,EQ-0013,2024-04-08,Inspection,,2.53,583.93,216.9,0.0,800.83,Low,Completed
MNT-000830,EQ-0010,2024-04-10,Preventive,,4.26,551.28,750.99,0.0,1302.27,Medium,Completed
MNT-000831,EQ-0010,2024-04-10,Inspection,,1.53,315.4,500.66,0.0,816.06,Low,Completed
MNT-000832,EQ-0018,2024-04-10,Corrective,Seal Leak,36.07,17876.91,340.56,0.0,18217.47,High,Completed
MNT-000833,EQ-0030,2024-04-10,Corrective,Overheating,15.62,8259.37,15260.05,28187.12,51706.54,High,Completed
MNT-000834,EQ-0040,2024-04-11,Corrective,Seal Leak,13.48,4044.22,724.11,0.0,4768.33,High,Completed
MNT-000835,EQ-0042,2024-04-11,Preventive,,10.43,4273.23,2708.52,0.0,6981.75,Medium,Completed
MNT-000836,EQ-0001,2024-04-13,Preventive,,3.31,647.24,4415.39,2151.56,7214.19,Medium,Completed
MNT-000837,EQ-0001,2024-04-13,Inspection,,1.39,359.66,241.37,0.0,601.03,Low,Completed
MNT-000838,EQ-0005,2024-04-13,Corrective,Excessive Vibration,20.55,7932.63,1354.64,0.0,9287.27,High,Completed
MNT-000839,EQ-0037,2024-04-13,Corrective,Bearing Failure,22.57,4722.03,251.9,9071.23,14045.16,High,Completed
MNT-000840,EQ-0038,2024-04-13,Preventive,,3.96,1076.19,2708.52,0.0,3784.71,Medium,Completed
MNT-000841,EQ-0009,2024-04-14,Corrective,Fuel System Fault,50.84,13453.18,5837.3,15990.7,35281.18,Critical,Completed
MNT-000842,EQ-0016,2024-04-15,Preventive,,5.39,1418.81,4283.65,0.0,5702.46,Medium,Completed
MNT-000843,EQ-0016,2024-04-15,Inspection,,1.81,496.63,93.1,0.0,589.73,Low,Completed
MNT-000844,EQ-0020,2024-04-17,Preventive,,5.96,1592.85,531.79,0.0,2124.64,Medium,Completed
MNT-000845,EQ-0044,2024-04-17,Preventive,,9.57,2569.8,5898.55,0.0,8468.35,Medium,Completed
MNT-000846,EQ-0044,2024-04-17,Inspection,,2.71,629.78,2922.43,0.0,3552.21,Low,Completed
MNT-000847,EQ-0009,2024-04-19,Preventive,,6.35,1689.87,417.1,0.0,2106.97,Medium,Completed
MNT-000848,EQ-0009,2024-04-19,Inspection,,2.55,733.22,230.24,0.0,963.46,Low,Completed
MNT-000849,EQ-0011,2024-04-20,Preventive,,5.53,1695.61,493.78,0.0,2189.39,Medium,Completed
MNT-000850,EQ-0029,2024-04-20,Preventive,,11.01,5448.27,4733.26,0.0,10181.53,Medium,Completed
MNT-000851,EQ-0007,2024-04-21,Preventive,,4.98,1394.95,4699.68,0.0,6094.63,Medium,Completed
MNT-000852,EQ-0039,2024-04-23,Preventive,,10.24,2687.63,445.6,3953.26,7086.49,Medium,Completed
MNT-000853,EQ-0039,2024-04-23,Inspection,,1.3,426.04,0.0,0.0,426.04,Low,Completed
MNT-000854,EQ-0019,2024-04-24,Corrective,Valve Failure,21.58,5689.58,6613.96,0.0,12303.54,High,Completed
MNT-000855,EQ-0005,2024-04-27,Corrective,Excessive Vibration,38.26,15080.64,186.2,0.0,15266.84,High,Completed
MNT-000856,EQ-0032,2024-04-27,Preventive,,9.71,2851.15,16566.41,0.0,19417.56,Medium,Completed
MNT-000857,EQ-0032,2024-04-27,Inspection,,2.16,554.86,0.0,0.0,554.86,Low,Completed
MNT-000858,EQ-0019,2024-04-29,Corrective,Level Control Fault,4.64,932.51,20782.26,0.0,21714.77,High,Completed
MNT-000859,EQ-0028,2024-04-29,Preventive,,4.91,1064.64,202.44,0.0,1267.08,Medium,Completed
MNT-000860,EQ-0022,2024-05-01,Preventive,,3.62,632.68,750.99,0.0,1383.67,Medium,Completed
MNT-000861,EQ-0034,2024-05-01,Preventive,,5.88,747.9,629.04,0.0,1376.94,Medium,Completed
MNT-000862,EQ-0034,2024-05-01,Inspection,,1.33,229.78,0.0,0.0,229.78,Low,Completed
MNT-000863,EQ-0032,2024-05-02,Corrective,Fouling,18.75,5912.48,434.6,0.0,6347.08,High,Completed
MNT-000864,EQ-0032,2024-05-04,Corrective,Valve Failure,15.0,3917.22,5178.32,0.0,9095.54,High,Completed
MNT-000865,EQ-0036,2024-05-04,Preventive,,3.99,1655.88,682.36,0.0,2338.24,Medium,Completed
MNT-000866,EQ-0015,2024-05-05,Corrective,Bearing Failure,30.2,7878.67,934.43,0.0,8813.1,High,Completed
MNT-000867,EQ-0016,2024-05-07,Corrective,Motor Overheating,60.66,17997.94,6932.88,0.0,24930.82,Critical,Completed
MNT-000868,EQ-0037,2024-05-07,Corrective,Seal Leak,7.15,1826.81,3385.65,0.0,5212.46,High,Completed
MNT-000869,EQ-0045,2024-05-07,Preventive,,6.73,1292.42,4267.9,0.0,5560.32,Medium,Completed
MNT-000870,EQ-0045,2024-05-07,Inspection,,2.43,726.82,176.74,0.0,903.56,Low,Completed
MNT-000871,EQ-0026,2024-05-08,Preventive,,8.23,1972.28,936.7,0.0,2908.98,Medium,Completed
MNT-000872,EQ-0006,2024-05-09,Preventive,,10.95,4074.39,4283.65,0.0,8358.04,Medium,Completed
MNT-000873,EQ-0006,2024-05-09,Inspection,,1.42,557.09,0.0,0.0,557.09,Low,Completed
MNT-000874,EQ-0021,2024-05-09,Preventive,,5.73,1762.94,303.66,0.0,2066.6,Medium,Completed
MNT-000875,EQ-0002,2024-05-11,Preventive,,7.56,1679.96,1448.22,0.0,3128.18,Medium,Completed
MNT-000876,EQ-0002,2024-05-11,Inspection,,1.69,472.5,0.0,0.0,472.5,Low,Completed
MNT-000877,EQ-0005,2024-05-15,Corrective,Overheating,14.82,7588.17,7501.48,0.0,15089.65,High,Completed
MNT-000878,EQ-0037,2024-05-16,Preventive,,5.97,1561.91,334.2,0.0,1896.11,Medium,Completed
MNT-000879,EQ-0015,2024-05-17,Corrective,Motor Overheating,5.81,1888.97,9108.26,19105.45,30102.68,High,Completed
MNT-000880,EQ-0020,2024-05-17,Corrective,Valve Failure,20.8,4348.33,24245.97,16509.42,45103.72,High,Completed
MNT-000881,EQ-0031,2024-05-18,Corrective,Level Control Fault,15.14,3770.81,1653.49,0.0,5424.3,High,Completed
MNT-000882,EQ-0005,2024-05-19,Preventive,,9.17,3861.1,1354.26,0.0,5215.36,Medium,Completed
MNT-000883,EQ-0005,2024-05-19,Inspection,,1.46,560.35,0.0,0.0,560.35,Low,Completed
MNT-000884,EQ-0016,2024-05-20,Corrective,Bearing Failure,8.97,2316.08,56.76,0.0,2372.84,High,Completed
MNT-000885,EQ-0038,2024-05-22,Corrective,Motor Overheating,24.59,5256.37,445.6,0.0,5701.97,High,Completed
MNT-000886,EQ-0041,2024-05-22,Corrective,Seal Leak,19.04,7910.28,834.2,0.0,8744.48,High,Completed
MNT-000887,EQ-0033,2024-05-23,Preventive,,5.99,1797.13,388.74,0.0,2185.87,Medium,Completed
MNT-000888,EQ-0033,2024-05-23,Inspection,,2.02,458.29,129.58,0.0,587.87,Low,Completed
MNT-000889,EQ-0024,2024-05-25,Preventive,,7.98,2055.13,433.8,0.0,2488.93,Medium,Completed
MNT-000890,EQ-0024,2024-05-25,Inspection,,2.71,1034.59,0.0,0.0,1034.59,Low,Completed
MNT-000891,EQ-0038,2024-05-25,Corrective,Seal Leak,16.1,4113.7,151.14,67923.54,72188.38,High,Completed
MNT-000892,EQ-0026,2024-05-28,Corrective,Impeller Wear,11.19,4203.11,374.63,8058.2,12635.94,High,Completed
MNT-000893,EQ-0039,2024-05-28,Corrective,Impeller Wear,12.1,3201.53,1448.22,0.0,4649.75,High,Completed
MNT-000894,EQ-0028,2024-06-02,Corrective,Impeller Wear,39.51,7838.55,940.21,0.0,8778.76,High,Completed
MNT-000895,EQ-0004,2024-06-05,Preventive,,6.46,1388.17,1251.65,0.0,2639.82,Medium,Completed
MNT-000896,EQ-0004,2024-06-05,Inspection,,2.75,792.53,0.0,0.0,792.53,Low,Completed
MNT-000897,EQ-0023,2024-06-10,Corrective,Gasket Failure,18.01,5425.42,108.45,10199.47,15733.34,High,Completed
MNT-000898,EQ-0025,2024-06-11,Corrective,Impeller Wear,14.58,3940.2,321.08,0.0,4261.28,High,Completed
MNT-000899,EQ-0035,2024-06-11,Preventive,,5.9,1601.03,11574.43,0.0,13175.46,Medium,Completed
MNT-000900,EQ-0039,2024-06-11,Corrective,Seal Leak,14.97,4055.71,411.2,0.0,4466.91,High,Completed
MNT-000901,EQ-0040,2024-06-11,Corrective,Motor Overheating,15.21,3674.36,482.74,9029.39,13186.49,High,Completed
MNT-000902,EQ-0008,2024-06-21,Preventive,,8.58,2473.36,4718.84,0.0,7192.2,Medium,Completed
MNT-000903,EQ-0018,2024-06-22,Preventive,,12.72,5952.62,9466.52,0.0,15419.14,Medium,Completed
MNT-000904,EQ-0047,2024-06-22,Preventive,,6.31,1548.22,936.7,0.0,2484.92,Medium,Completed
MNT-000905,EQ-0048,2024-06-22,Preventive,,6.52,2897.0,869.2,0.0,3766.2,Medium,Completed
MNT-000906,EQ-0037,2024-06-23,Corrective,Bearing Failure,18.69,4518.26,374.68,0.0,4892.94,High,Completed
MNT-000907,EQ-0029,2024-06-27,Corrective,Valve Failure,36.92,14181.84,3819.3,0.0,18001.14,High,Completed
MNT-000908,EQ-0030,2024-06-28,Corrective,Valve Failure,41.52,22486.19,1060.44,0.0,23546.63,High,Completed
MNT-000909,EQ-0003,2024-07-02,Corrective,Seal Leak,23.26,7678.65,2523.08,11420.54,21622.27,High,Completed
MNT-000910,EQ-0042,2024-07-02,Corrective,Seal Leak,16.28,7021.16,557.0,0.0,7578.16,High,Completed
MNT-000911,EQ-0015,2024-07-03,Corrective,Motor Overheating,20.08,4504.73,1565.2,0.0,6069.93,High,Completed
MNT-000912,EQ-0048,2024-07-04,Corrective,Flange Leak,14.72,4977.19,5280.59,0.0,10257.78,High,Completed
MNT-000913,EQ-0019,2024-07-05,Preventive,,6.95,1719.62,287.22,0.0,2006.84,Medium,Completed
MNT-000914,EQ-0031,2024-07-06,Preventive,,6.21,1714.45,11689.72,0.0,13404.17,Medium,Completed
MNT-000915,EQ-0040,2024-07-06,Preventive,,8.83,2775.41,749.36,0.0,3524.77,Medium,Completed
MNT-000916,EQ-0003,2024-07-08,Preventive,,6.04,1417.94,340.56,0.0,1758.5,Medium,Completed
MNT-000917,EQ-0006,2024-07-08,Corrective,Excessive Vibration,12.09,4631.36,11924.42,12628.03,29183.81,High,Completed
MNT-000918,EQ-0038,2024-07-08,Preventive,,6.33,1949.37,965.48,0.0,2914.85,Medium,Completed
MNT-000919,EQ-0038,2024-07-08,Inspection,,2.72,586.83,0.0,0.0,586.83,Low,Completed
MNT-000920,EQ-0030,2024-07-09,Preventive,,6.14,2909.53,11689.72,0.0,14599.25,Medium,Completed
MNT-000921,EQ-0009,2024-07-10,Corrective,Overheating,15.02,3205.72,93.1,0.0,3298.82,High,Completed
MNT-000922,EQ-0012,2024-07-10,Preventive,,6.16,1992.14,8257.97,0.0,10250.11,Medium,Completed
MNT-000923,EQ-0015,2024-07-10,Preventive,,6.27,1591.55,372.4,0.0,1963.95,Medium,Completed
MNT-000924,EQ-0021,2024-07-12,Corrective,Electrical Fault,34.86,6813.56,2047.2,0.0,8860.76,High,Completed
MNT-000925,EQ-0046,2024-07-13,Preventive,,5.1,787.92,374.68,0.0,1162.6,Medium,Completed
MNT-000926,EQ-0046,2024-07-13,Inspection,,2.18,329.9,0.0,0.0,329.9,Low,Completed
MNT-000927,EQ-0015,2024-07-14,Corrective,Motor Overheating,30.68,7201.03,46.55,0.0,7247.58,High,Completed
MNT-000928,EQ-0023,2024-07-15,Preventive,,4.19,965.92,759.15,0.0,1725.07,Medium,Completed
MNT-000929,EQ-0042,2024-07-15,Preventive,,12.53,6610.4,445.6,0.0,7056.0,Medium,Completed
MNT-000930,EQ-0041,2024-07-16,Preventive,,6.53,4388.35,403.04,0.0,4791.39,Medium,Completed
MNT-000931,EQ-0029,2024-07-17,Preventive,,9.37,4028.5,5844.86,0.0,9873.36,Medium,Completed
MNT-000932,EQ-0029,2024-07-17,Inspection,,1.15,597.41,259.16,0.0,856.57,Low,Completed
MNT-000933,EQ-0043,2024-07-17,Preventive,,6.48,1548.01,13127.59,0.0,14675.6,Medium,Completed
MNT-000934,EQ-0031,2024-07-18,Corrective,Fouling,88.99,21449.37,455.82,0.0,21905.19,Critical,Completed
MNT-000935,EQ-0021,2024-07-19,Corrective,Fuel System Fault,95.06,21946.94,253.05,0.0,22199.99,Critical,Completed
MNT-000936,EQ-0010,2024-07-21,Preventive,,5.0,989.07,17318.55,0.0,18307.62,Medium,Completed
MNT-000937,EQ-0010,2024-07-21,Corrective,Stuck Valve,9.5,1895.15,3705.08,0.0,5600.23,High,Completed
MNT-000938,EQ-0017,2024-07-23,Preventive,,12.36,4932.47,10861.8,0.0,15794.27,Medium,Completed
MNT-000939,EQ-0017,2024-07-23,Inspection,,2.4,1131.94,0.0,0.0,1131.94,Low,Completed
MNT-000940,EQ-0013,2024-07-24,Corrective,Motor Overheating,50.71,13697.96,934.46,6419.46,21051.88,Critical,Completed
MNT-000941,EQ-0027,2024-07-24,Preventive,,14.08,3356.87,419.36,0.0,3776.23,Medium,Completed
MNT-000942,EQ-0027,2024-07-24,Inspection,,2.18,531.54,0.0,0.0,531.54,Low,Completed
MNT-000943,EQ-0041,2024-07-24,Corrective,Overheating,68.84,30307.65,8127.13,9650.79,48085.57,Critical,Completed
MNT-000944,EQ-0002,2024-07-25,Corrective,Seal Leak,3.7,912.14,56.76,0.0,968.9,High,Completed
MNT-000945,EQ-0040,2024-07-25,Corrective,Impeller Wear,20.4,4597.58,4062.78,30232.1,38892.46,High,Completed
MNT-000946,EQ-0020,2024-07-26,Preventive,,7.09,1689.93,670.18,0.0,2360.11,Medium,Completed
MNT-000947,EQ-0020,2024-07-26,Inspection,,1.42,326.91,1566.56,0.0,1893.47,Low,Completed
MNT-000948,EQ-0045,2024-07-26,Corrective,Electrical Fault,13.97,2927.09,1734.56,7038.53,11700.18,High,Completed
MNT-000949,EQ-0001,2024-07-27,Preventive,,6.44,1606.11,4415.39,0.0,6021.5,Medium,Completed
MNT-000950,EQ-0018,2024-07-27,Corrective,Overheating,27.14,8242.83,9517.13,0.0,17759.96,High,Completed
